compound_name,target_name,gene_symbol,uniprot_id,chembl_id,target_class,probability,source
beta-Sitosterol,"Nitric oxide synthase, inducible   (by homology)",NOS2,P35228,CHEMBL4481,Enzyme,0.106165761464,SwissTargetPrediction
beta-Sitosterol,Peroxisome proliferator-activated receptor gamma,PPARG,P37231,CHEMBL235,Nuclear receptor,0.106165761464,SwissTargetPrediction
beta-Sitosterol,UDP-glucuronosyltransferase 2B7,UGT2B7,P16662,CHEMBL4370,Enzyme,0.106165761464,SwissTargetPrediction
beta-Sitosterol,Glucocorticoid receptor,NR3C1,P04150,CHEMBL2034,Nuclear receptor,0.106165761464,SwissTargetPrediction
beta-Sitosterol,DNA polymerase beta   (by homology),POLB,P06746,CHEMBL2392,Enzyme,0.106165761464,SwissTargetPrediction
Pinoresinol,Induced myeloid leukemia cell differentiation protein Mcl-1,MCL1,Q07820,CHEMBL4361,Other cytosolic protein,0.141778404353,SwissTargetPrediction
Pinoresinol,Arachidonate 5-lipoxygenase,ALOX5,P09917,CHEMBL215,Oxidoreductase,0.117454607039,SwissTargetPrediction
Pinoresinol,Testis-specific androgen-binding protein,SHBG,P04278,CHEMBL3305,Secreted protein,0.117454607039,SwissTargetPrediction
Pinoresinol,c-Jun N-terminal kinase 2,MAPK9,P45984,CHEMBL4179,Kinase,0.109339753231,SwissTargetPrediction
Pinoresinol,Platelet activating factor receptor,PTAFR,P25105,CHEMBL250,Family A G protein-coupled receptor,0.109339753231,SwissTargetPrediction
Pinoresinol,Sodium/glucose cotransporter 2,SLC5A2,P31639,CHEMBL3884,Electrochemical transporter,0.109339753231,SwissTargetPrediction
Pinoresinol,Hypoxia-inducible factor 1 alpha   (by homology),HIF1A,Q16665,CHEMBL4261,Transcription factor,0.109339753231,SwissTargetPrediction
Pinoresinol,Acyl coenzyme A:cholesterol acyltransferase 2,SOAT2,O75908,CHEMBL4465,Enzyme,0.109339753231,SwissTargetPrediction
Pinoresinol,PI3-kinase p110-gamma subunit,PIK3CG,P48736,CHEMBL3267,Enzyme,0.109339753231,SwissTargetPrediction
Pinoresinol,PI3-kinase p110-alpha subunit,PIK3CA,P42336,CHEMBL4005,Enzyme,0.109339753231,SwissTargetPrediction
Pinoresinol,Mu opioid receptor,OPRM1,P35372,CHEMBL233,Family A G protein-coupled receptor,0.109339753231,SwissTargetPrediction
Matairesinol,Testis-specific androgen-binding protein,SHBG,P04278,CHEMBL3305,Secreted protein,1.0,SwissTargetPrediction
Matairesinol,Dual specificity mitogen-activated protein kinase kinase 1,MAP2K1,Q02750,CHEMBL3587,Kinase,0.271660592088,SwissTargetPrediction
Matairesinol,Cytochrome P450 19A1,CYP19A1,P11511,CHEMBL1978,Cytochrome P450,0.222961556849,SwissTargetPrediction
Matairesinol,Norepinephrine transporter,SLC6A2,P23975,CHEMBL222,Electrochemical transporter,0.133683659669,SwissTargetPrediction
Matairesinol,Acyl-protein thioesterase 1,LYPLA1,O75608,CHEMBL1681631,Enzyme,0.117454607039,SwissTargetPrediction
Matairesinol,Acyl-protein thioesterase 2,LYPLA2,O95372,CHEMBL1932891,Enzyme,0.117454607039,SwissTargetPrediction
Matairesinol,Dopamine transporter,SLC6A3,Q01959,CHEMBL238,Electrochemical transporter,0.109339753231,SwissTargetPrediction
Matairesinol,Serotonin 1a (5-HT1a) receptor,HTR1A,P08908,CHEMBL214,Family A G protein-coupled receptor,0.109339753231,SwissTargetPrediction
Matairesinol,Estradiol 17-beta-dehydrogenase 2,HSD17B2,P37059,CHEMBL2789,Enzyme,0.109339753231,SwissTargetPrediction
Matairesinol,Arachidonate 5-lipoxygenase,ALOX5,P09917,CHEMBL215,Oxidoreductase,0.109339753231,SwissTargetPrediction
Matairesinol,Estrogen receptor alpha,ESR1,P03372,CHEMBL206,Nuclear receptor,0.109339753231,SwissTargetPrediction
Matairesinol,Estrogen receptor beta,ESR2,Q92731,CHEMBL242,Nuclear receptor,0.109339753231,SwissTargetPrediction
Matairesinol,Arachidonate 15-lipoxygenase,ALOX15,P16050,CHEMBL2903,Enzyme,0.109339753231,SwissTargetPrediction
Matairesinol,Glucagon receptor,GCGR,P47871,CHEMBL1985,Family B G protein-coupled receptor,0.109339753231,SwissTargetPrediction
Matairesinol,Calpain 1,CAPN1,P07384,CHEMBL3891,Protease,0.109339753231,SwissTargetPrediction
Matairesinol,Serine/threonine-protein kinase RAF,RAF1,P04049,CHEMBL1906,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Serine/threonine-protein kinase B-raf,BRAF,P15056,CHEMBL5145,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Serine/threonine-protein kinase WEE1,WEE1,P30291,CHEMBL5491,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Dynamin-1,DNM1,Q05193,CHEMBL4958,Enzyme,0.109339753231,SwissTargetPrediction
Matairesinol,Uridine phosphorylase 1   (by homology),UPP1,Q16831,CHEMBL4811,Enzyme,0.109339753231,SwissTargetPrediction
Matairesinol,NADPH oxidase 4,NOX4,Q9NPH5,CHEMBL1250375,Enzyme,0.109339753231,SwissTargetPrediction
Matairesinol,Plasminogen activator inhibitor-1,SERPINE1,P05121,CHEMBL3475,Secreted protein,0.109339753231,SwissTargetPrediction
Matairesinol,Dual specificity tyrosine-phosphorylation-regulated kinase 1B,DYRK1B,Q9Y463,CHEMBL5543,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Heat shock protein HSP 90-alpha,HSP90AA1,P07900,CHEMBL3880,Other cytosolic protein,0.109339753231,SwissTargetPrediction
Matairesinol,Serine/threonine-protein kinase Aurora-B,AURKB,Q96GD4,CHEMBL2185,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Estradiol 17-beta-dehydrogenase 1,HSD17B1,P14061,CHEMBL3181,Enzyme,0.109339753231,SwissTargetPrediction
Matairesinol,Prostanoid FP receptor,PTGFR,P43088,CHEMBL1987,Family A G protein-coupled receptor,0.109339753231,SwissTargetPrediction
Matairesinol,Transthyretin,TTR,P02766,CHEMBL3194,Secreted protein,0.109339753231,SwissTargetPrediction
Matairesinol,Serine/threonine-protein kinase Aurora-A,AURKA,O14965,CHEMBL4722,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Pyruvate dehydrogenase kinase isoform 1,PDK1,Q15118,CHEMBL4766,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Arachidonate 12-lipoxygenase,ALOX12,P18054,CHEMBL3687,Enzyme,0.109339753231,SwissTargetPrediction
Matairesinol,Dual specificity phosphatase Cdc25C,CDC25C,P30307,CHEMBL2378,Phosphatase,0.109339753231,SwissTargetPrediction
Matairesinol,PI3-kinase p110-gamma subunit,PIK3CG,P48736,CHEMBL3267,Enzyme,0.109339753231,SwissTargetPrediction
Matairesinol,Dual specificity phosphatase Cdc25B,CDC25B,P30305,CHEMBL4804,Phosphatase,0.109339753231,SwissTargetPrediction
Matairesinol,Dual specificty protein kinase CLK1,CLK1,P49759,CHEMBL4224,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,11-beta-hydroxysteroid dehydrogenase 1,HSD11B1,P28845,CHEMBL4235,Enzyme,0.109339753231,SwissTargetPrediction
Matairesinol,DNA polymerase alpha subunit,POLA1,P09884,CHEMBL1828,Transferase,0.109339753231,SwissTargetPrediction
Matairesinol,Tyrosine-protein kinase SYK,SYK,P43405,CHEMBL2599,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Alpha-1d adrenergic receptor,ADRA1D,P25100,CHEMBL223,Family A G protein-coupled receptor,0.109339753231,SwissTargetPrediction
Matairesinol,Alpha-1b adrenergic receptor,ADRA1B,P35368,CHEMBL232,Family A G protein-coupled receptor,0.109339753231,SwissTargetPrediction
Matairesinol,Serine/threonine-protein kinase Sgk1,SGK1,O00141,CHEMBL2343,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Ephrin receptor,EPHB4,P54760,CHEMBL5147,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,DNA excision repair protein ERCC-5,ERCC5,P28715,CHEMBL4736,Other nuclear protein,0.109339753231,SwissTargetPrediction
Matairesinol,Flap endonuclease 1,FEN1,P39748,CHEMBL5027,Enzyme,0.109339753231,SwissTargetPrediction
Matairesinol,Poly [ADP-ribose] polymerase-1,PARP1,P09874,CHEMBL3105,Enzyme,0.109339753231,SwissTargetPrediction
Matairesinol,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,DYRK1A,Q13627,CHEMBL2292,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Aldo-keto-reductase family 1 member C3,AKR1C3,P42330,CHEMBL4681,Enzyme,0.109339753231,SwissTargetPrediction
Matairesinol,Serine/threonine-protein kinase Nek1,NEK1,Q96PY6,CHEMBL5855,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Nuclear factor NF-kappa-B p65 subunit,RELA,Q04206,CHEMBL5533,Transcription factor,0.109339753231,SwissTargetPrediction
Matairesinol,Dihydropteridine reductase,QDPR,P09417,CHEMBL3730,Enzyme,0.109339753231,SwissTargetPrediction
Matairesinol,Receptor protein-tyrosine kinase erbB-2,ERBB2,P04626,CHEMBL1824,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Serine/threonine-protein kinase PIM2,PIM2,Q9P1W9,CHEMBL4523,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,ATP-binding cassette sub-family G member 2,ABCG2,Q9UNQ0,CHEMBL5393,Primary active transporter,0.109339753231,SwissTargetPrediction
Matairesinol,Cyclin-dependent kinase 4,CDK4,P11802,CHEMBL331,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Tyrosine-protein kinase JAK3,JAK3,P52333,CHEMBL2148,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Dopamine D5 receptor,DRD5,P21918,CHEMBL1850,Family A G protein-coupled receptor,0.109339753231,SwissTargetPrediction
Matairesinol,Coagulation factor VII/tissue factor,F3,P13726,CHEMBL4081,Surface antigen,0.109339753231,SwissTargetPrediction
Matairesinol,Glycogen synthase kinase-3 beta,GSK3B,P49841,CHEMBL262,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Thymidylate synthase   (by homology),TYMS,P04818,CHEMBL1952,Transferase,0.109339753231,SwissTargetPrediction
Matairesinol,Protein kinase C (PKC),PRKCZ,Q05513,CHEMBL3438,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Type-1 angiotensin II receptor   (by homology),AGTR1,P30556,CHEMBL227,Family A G protein-coupled receptor,0.109339753231,SwissTargetPrediction
Matairesinol,Glucocorticoid receptor,NR3C1,P04150,CHEMBL2034,Nuclear receptor,0.109339753231,SwissTargetPrediction
Matairesinol,Cyclin-dependent kinase 2/cyclin E1,CCNE1 CDK2,P24864 P24941,CHEMBL1907605,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Thrombin,F2,P00734,CHEMBL204,Protease,0.109339753231,SwissTargetPrediction
Matairesinol,Cystinyl aminopeptidase,LNPEP,Q9UIQ6,CHEMBL2693,Protease,0.109339753231,SwissTargetPrediction
Matairesinol,Hepatocyte growth factor receptor,MET,P08581,CHEMBL3717,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Phenylethanolamine N-methyltransferase,PNMT,P11086,CHEMBL4617,Enzyme,0.109339753231,SwissTargetPrediction
Matairesinol,Cyclin-dependent kinase 2,CDK2,P24941,CHEMBL301,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Calcitonin gene-related peptide type 1 receptor,CALCRL,Q16602,CHEMBL3798,Family B G protein-coupled receptor,0.109339753231,SwissTargetPrediction
Matairesinol,"Alkaline phosphatase, tissue-nonspecific isozyme",ALPL,P05186,CHEMBL5979,Enzyme,0.109339753231,SwissTargetPrediction
Matairesinol,Insulin receptor,INSR,P06213,CHEMBL1981,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Matrix metalloproteinase 16,MMP16,P51512,CHEMBL2200,Protease,0.109339753231,SwissTargetPrediction
Matairesinol,MAP kinase-activated protein kinase 2,MAPKAPK2,P49137,CHEMBL2208,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Matrix metalloproteinase 15,MMP15,P51511,CHEMBL2963,Protease,0.109339753231,SwissTargetPrediction
Matairesinol,Matrix metalloproteinase 14,MMP14,P50281,CHEMBL3869,Protease,0.109339753231,SwissTargetPrediction
Matairesinol,Matrix metalloproteinase 26,MMP26,Q9NRE1,CHEMBL4707,Protease,0.109339753231,SwissTargetPrediction
Matairesinol,Proto-oncogene c-JUN,JUN,P05412,CHEMBL4977,Transcription factor,0.109339753231,SwissTargetPrediction
Matairesinol,Trypsin I,PRSS1,P07477,CHEMBL209,Protease,0.109339753231,SwissTargetPrediction
Matairesinol,Transitional endoplasmic reticulum ATPase,VCP,P55072,CHEMBL1075145,Primary active transporter,0.109339753231,SwissTargetPrediction
Matairesinol,Tyrosine-protein kinase ABL,ABL1,P00519,CHEMBL1862,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,"Presequence protease, mitochondrial",PITRM1,Q5JRX3,CHEMBL3124731,Enzyme,0.109339753231,SwissTargetPrediction
Matairesinol,Glutaminyl-peptide cyclotransferase-like protein,QPCTL,Q9NXS2,CHEMBL3638349,Transferase,0.109339753231,SwissTargetPrediction
Matairesinol,Serine/threonine-protein kinase/endoribonuclease IRE1,ERN1,O75460,CHEMBL1163101,Enzyme,0.109339753231,SwissTargetPrediction
Matairesinol,Vasopressin V1a receptor,AVPR1A,P37288,CHEMBL1889,Family A G protein-coupled receptor,0.109339753231,SwissTargetPrediction
Matairesinol,Prostaglandin E synthase,PTGES,O14684,CHEMBL5658,Enzyme,0.109339753231,SwissTargetPrediction
Matairesinol,Kinesin-1 heavy chain/ Tyrosine-protein kinase receptor RET,RET,P07949,CHEMBL2041,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Serine/threonine-protein kinase Chk1,CHEK1,O14757,CHEMBL4630,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Serotonin 7 (5-HT7) receptor,HTR7,P34969,CHEMBL3155,Family A G protein-coupled receptor,0.109339753231,SwissTargetPrediction
Matairesinol,Quinone reductase 1,NQO1,P15559,CHEMBL3623,Enzyme,0.109339753231,SwissTargetPrediction
Matairesinol,Peroxisome proliferator-activated receptor delta,PPARD,Q03181,CHEMBL3979,Nuclear receptor,0.109339753231,SwissTargetPrediction
Matairesinol,Dihydrofolate reductase,DHFR,P00374,CHEMBL202,Oxidoreductase,0.109339753231,SwissTargetPrediction
Matairesinol,Ephrin type-A receptor 2,EPHA2,P29317,CHEMBL2068,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Tyrosine-protein kinase YES,YES1,P07947,CHEMBL2073,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,CDK9/cyclin T1,CDK9 CCNT1,P50750 O60563,CHEMBL2111389,Other cytosolic protein,0.109339753231,SwissTargetPrediction
Matairesinol,Tyrosine-protein kinase BLK,BLK,P51451,CHEMBL2250,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Tyrosine-protein kinase CSK,CSK,P41240,CHEMBL2634,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Serine/threonine-protein kinase mTOR,MTOR,P42345,CHEMBL2842,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,CDK2/Cyclin A,CCNA2 CDK2,P20248 P24941,CHEMBL3038469,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Ephrin type-B receptor 2,EPHB2,P29323,CHEMBL3290,Kinase,0.109339753231,SwissTargetPrediction
Matairesinol,Autotaxin,ENPP2,Q13822,CHEMBL3691,Enzyme,0.109339753231,SwissTargetPrediction
Glycitin,Interleukin-2,IL2,P60568,CHEMBL5880,Secreted protein,0.280758901132,SwissTargetPrediction
Glycitin,Aldehyde dehydrogenase,ALDH2,P05091,CHEMBL1935,Oxidoreductase,0.255898409683,SwissTargetPrediction
Glycitin,TNF-alpha,TNF,P01375,CHEMBL1825,Secreted protein,0.106542925976,SwissTargetPrediction
Glycitin,Adenosine A1 receptor   (by homology),ADORA1,P30542,CHEMBL226,Family A G protein-coupled receptor,0.106542925976,SwissTargetPrediction
Glycitin,Equilibrative nucleoside transporter 1,SLC29A1,Q99808,CHEMBL1997,Electrochemical transporter,0.106542925976,SwissTargetPrediction
Glycitin,Carbonic anhydrase I,CA1,P00915,CHEMBL261,Lyase,0.106542925976,SwissTargetPrediction
Glycitin,Carbonic anhydrase IX,CA9,Q16790,CHEMBL3594,Lyase,0.106542925976,SwissTargetPrediction
Glycitin,Carbonic anhydrase II,CA2,P00918,CHEMBL205,Lyase,0.106542925976,SwissTargetPrediction
Glycitin,Carbonic anhydrase XIII,CA13,Q8N1Q1,CHEMBL3912,Lyase,0.106542925976,SwissTargetPrediction
Naringeninchalcone,Aldose reductase,AKR1B1,P15121,CHEMBL1900,Enzyme,0.54289985377,SwissTargetPrediction
Naringeninchalcone,Neuronal acetylcholine receptor protein alpha-7 subunit,CHRNA7,P36544,CHEMBL2492,Ligand-gated ion channel,0.346270483061,SwissTargetPrediction
Naringeninchalcone,Epidermal growth factor receptor erbB1,EGFR,P00533,CHEMBL203,Kinase,0.313572766871,SwissTargetPrediction
Naringeninchalcone,Telomerase reverse transcriptase,TERT,O14746,CHEMBL2916,Enzyme,0.215238178243,SwissTargetPrediction
Naringeninchalcone,ATP-binding cassette sub-family G member 2,ABCG2,Q9UNQ0,CHEMBL5393,Primary active transporter,0.182484828777,SwissTargetPrediction
Naringeninchalcone,Beta amyloid A4 protein,APP,P05067,CHEMBL2487,Membrane receptor,0.157929217109,SwissTargetPrediction
Naringeninchalcone,Coagulation factor VII/tissue factor,F3,P13726,CHEMBL4081,Surface antigen,0.149732593856,SwissTargetPrediction
Naringeninchalcone,Monoamine oxidase B,MAOB,P27338,CHEMBL2039,Oxidoreductase,0.141522086267,SwissTargetPrediction
Naringeninchalcone,"Nitric oxide synthase, inducible   (by homology)",NOS2,P35228,CHEMBL4481,Enzyme,0.133337961498,SwissTargetPrediction
Naringeninchalcone,Arachidonate 5-lipoxygenase,ALOX5,P09917,CHEMBL215,Oxidoreductase,0.133337961498,SwissTargetPrediction
Naringeninchalcone,Cytochrome P450 19A1,CYP19A1,P11511,CHEMBL1978,Cytochrome P450,0.125142648574,SwissTargetPrediction
Naringeninchalcone,Monoamine oxidase A,MAOA,P21397,CHEMBL1951,Oxidoreductase,0.125142648574,SwissTargetPrediction
Naringeninchalcone,Beta-secretase 1,BACE1,P56817,CHEMBL4822,Protease,0.125142648574,SwissTargetPrediction
Naringeninchalcone,Voltage-gated potassium channel subunit Kv1.3,KCNA3,P22001,CHEMBL4633,Voltage-gated ion channel,0.116965063224,SwissTargetPrediction
Naringeninchalcone,Alpha-synuclein,SNCA,P37840,CHEMBL6152,Unclassified protein,0.108770969359,SwissTargetPrediction
Naringeninchalcone,Aldehyde dehydrogenase,ALDH2,P05091,CHEMBL1935,Oxidoreductase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,3-phosphoinositide dependent protein kinase-1,PDPK1,O15530,CHEMBL2534,Kinase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Cyclooxygenase-2,PTGS2,P35354,CHEMBL230,Oxidoreductase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Estrogen receptor beta,ESR2,Q92731,CHEMBL242,Nuclear receptor,0.100578902067,SwissTargetPrediction
Naringeninchalcone,P-glycoprotein 1,ABCB1,P08183,CHEMBL4302,Primary active transporter,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Estrogen receptor alpha,ESR1,P03372,CHEMBL206,Nuclear receptor,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Carbonyl reductase [NADPH] 1,CBR1,P16152,CHEMBL5586,Enzyme,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Toll-like receptor (TLR7/TLR9),TLR9,Q9NR96,CHEMBL5804,Toll-like and Il-1 receptors,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Receptor-type tyrosine-protein phosphatase S,PTPRS,Q13332,CHEMBL2396508,Phosphatase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,AMY1C,AMY1A,P04745,CHEMBL2478,Enzyme,0.100578902067,SwissTargetPrediction
Naringeninchalcone,G protein-coupled receptor kinase 6,GRK6,P43250,CHEMBL6144,Kinase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Phosphodiesterase 4D,PDE4D,Q08499,CHEMBL288,Phosphodiesterase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Tubulin beta-1 chain,TUBB1,Q9H4B7,CHEMBL1915,Structural protein,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Serine/threonine-protein kinase PIM1,PIM1,P11309,CHEMBL2147,Kinase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Calcium-activated potassium channel subunit alpha-1,KCNMA1,Q12791,CHEMBL4304,Voltage-gated ion channel,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Protein-tyrosine phosphatase 1B,PTPN1,P18031,CHEMBL335,Phosphatase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Cathepsin L,CTSL,P07711,CHEMBL3837,Protease,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Acetylcholinesterase,ACHE,P22303,CHEMBL220,Hydrolase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Aldo-keto-reductase family 1 member C3,AKR1C3,P42330,CHEMBL4681,Enzyme,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Steryl-sulfatase,STS,P08842,CHEMBL3559,Enzyme,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Insulin-like growth factor I receptor,IGF1R,P08069,CHEMBL1957,Kinase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Estradiol 17-beta-dehydrogenase 2,HSD17B2,P37059,CHEMBL2789,Enzyme,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Estradiol 17-beta-dehydrogenase 1,HSD17B1,P14061,CHEMBL3181,Enzyme,0.100578902067,SwissTargetPrediction
Naringeninchalcone,NADPH oxidase 4,NOX4,Q9NPH5,CHEMBL1250375,Enzyme,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Xanthine dehydrogenase,XDH,P47989,CHEMBL1929,Oxidoreductase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Tyrosinase,TYR,P14679,CHEMBL1973,Oxidoreductase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Tyrosine-protein kinase receptor FLT3,FLT3,P36888,CHEMBL1974,Kinase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Thrombin,F2,P00734,CHEMBL204,Protease,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Trypsin I,PRSS1,P07477,CHEMBL209,Protease,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Thrombin and coagulation factor X,F10,P00742,CHEMBL244,Protease,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Multidrug resistance-associated protein 1,ABCC1,P33527,CHEMBL3004,Primary active transporter,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Aryl hydrocarbon receptor,AHR,P35869,CHEMBL3201,Transcription factor,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Urokinase-type plasminogen activator,PLAU,P00749,CHEMBL3286,Protease,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Cytochrome P450 1B1,CYP1B1,Q16678,CHEMBL4878,Cytochrome P450,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Protein farnesyltransferase,FNTA FNTB,P49354 P49356,CHEMBL2094108,Enzyme,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Insulin-like growth factor binding protein 3,IGFBP3,P17936,CHEMBL3997,Secreted protein,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Dihydroorotate dehydrogenase,DHODH,Q02127,CHEMBL1966,Oxidoreductase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Insulin-like growth factor binding protein 6,IGFBP6,P24592,CHEMBL2139,Secreted protein,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Insulin-like growth factor binding protein 4,IGFBP4,P22692,CHEMBL2310,Secreted protein,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Insulin-like growth factor binding protein 5,IGFBP5,P24593,CHEMBL2665,Secreted protein,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Insulin-like growth factor binding protein 2,IGFBP2,P18065,CHEMBL3088,Secreted protein,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Insulin-like growth factor binding protein 1,IGFBP1,P08833,CHEMBL4178,Secreted protein,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Solute carrier family 22 member 12,SLC22A12,Q96S37,CHEMBL6120,Electrochemical transporter,0.100578902067,SwissTargetPrediction
Naringeninchalcone,G-protein coupled receptor 35,GPR35,Q9HC97,CHEMBL1293267,Family A G protein-coupled receptor,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Death-associated protein kinase 1,DAPK1,P53355,CHEMBL2558,Kinase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,DNA-3-methyladenine glycosylase,MPG,P29372,CHEMBL3396943,Enzyme,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Flap endonuclease 1,FEN1,P39748,CHEMBL5027,Enzyme,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Lysine-specific demethylase 4D-like,KDM4E,B2RXH2,CHEMBL1293226,Eraser,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Arachidonate 15-lipoxygenase,ALOX15,P16050,CHEMBL2903,Enzyme,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Cyclin-dependent kinase 1,CDK1,P06493,CHEMBL308,Kinase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Arachidonate 12-lipoxygenase,ALOX12,P18054,CHEMBL3687,Enzyme,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Vasopressin V2 receptor,AVPR2,P30518,CHEMBL1790,Family A G protein-coupled receptor,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Cyclin-dependent kinase 1/cyclin B,CCNB3 CDK1 CCNB1 CCNB2,Q8WWL7 P06493 P14635 O95067,CHEMBL2094127,Other cytosolic protein,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Glyoxalase I,GLO1,Q04760,CHEMBL2424,Enzyme,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Myeloperoxidase,MPO,P05164,CHEMBL2439,Enzyme,0.100578902067,SwissTargetPrediction
Naringeninchalcone,PI3-kinase p85-alpha subunit,PIK3R1,P27986,CHEMBL2506,Enzyme,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Cyclin-dependent kinase 6,CDK6,Q00534,CHEMBL2508,Kinase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Liver glycogen phosphorylase,PYGL,P06737,CHEMBL2568,Enzyme,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Focal adhesion kinase 1,PTK2,Q05397,CHEMBL2695,Kinase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Matrix metalloproteinase 13,MMP13,P45452,CHEMBL280,Protease,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Matrix metalloproteinase 3,MMP3,P08254,CHEMBL283,Protease,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Serine/threonine-protein kinase PLK1,PLK1,P53350,CHEMBL3024,Kinase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Protein kinase N1,PKN1,Q16512,CHEMBL3384,Kinase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Casein kinase II alpha,CSNK2A1,P68400,CHEMBL3629,Kinase,0.100578902067,SwissTargetPrediction
Naringeninchalcone,Hepatocyte growth factor receptor,MET,P08581,CHEMBL3717,Kinase,0.100578902067,SwissTargetPrediction
